"Numero partida municipal";tributo;numero_de_recibo;estado;periodo;fecha_emision;"Fecha 1er vencimiento";"Fecha 2do vencimiento";"interes resarcitorio";referencia;calle;altura;piso;dpto;localidad;"nro convenio origen";"descripcion convenio origen";"nombre del tipo de convenio origen";"fecha convenio origen";"nro convenio destino";"descripcion convenio destino";"nombre del tipo de convenio destino";"fecha convenio destino";"nro titulo ejecutorio";"fecha titulo ejecutorio";NORANUL;TIPOANUL;FECHANUL;tasa;tasa
382;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"26 - RIVADAVIA ";2082;;;;;;;;;;convenio;;;;;;;tasa;20.00
382;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"26 - RIVADAVIA ";2082;;;;;;;;;;convenio;;;;;;;tasa;20.00
383;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"26 - RIVADAVIA ";2082;;;;;;;;;;convenio;;;;;;;tasa;20.00
383;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"26 - RIVADAVIA ";2082;;;;;;;;;;convenio;;;;;;;tasa;20.00
384;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
384;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
385;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
385;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
386;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
386;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
387;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
387;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
389;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
389;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
390;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"74 - BV. OROÑO";;;;;;;;;;;convenio;;;;;;;tasa;20.00
390;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"74 - BV. OROÑO";;;;;;;;;;;convenio;;;;;;;tasa;20.00
391;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;"17 - SAN JERONIMO";1341;;;;;;;;;;convenio;;;;;;;tasa;20.00
391;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"17 - SAN JERONIMO";1341;;;;;;;;;;convenio;;;;;;;tasa;20.00
392;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;90.51
392;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;90.51
393;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;1441;;;;;;;;;;convenio;;;;;;;tasa;28.20
393;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;14.77;;;1441;;;;;;;;;;convenio;;;;;;;tasa;28.20
394;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.08
394;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.08
395;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"118 - AV. SANTA FE";;;;;;;;;;;convenio;;;;;;;tasa;20.00
395;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"118 - AV. SANTA FE";;;;;;;;;;;convenio;;;;;;;tasa;20.00
396;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
396;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
397;02;1;B;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"58 - BELGRANO";1727;;;;;;;;;;convenio;;;;;;;tasa;20.00
397;02;1;B;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"58 - BELGRANO";1727;;;;;;;;;;convenio;;;;;;;tasa;20.00
398;02;1;B;201008;2010-09-30;2010-10-10;2010-10-10;265.70;;"58 - BELGRANO";1727;;;;;;;;;;convenio;;;;;;;tasa;95.98
398;02;1;B;201009;2010-10-31;2010-11-10;2010-11-09;260.32;;"58 - BELGRANO";1727;;;;;;;;;;convenio;;;;;;;tasa;95.98
400;02;1;B;201008;2010-09-30;2010-10-10;2010-10-10;256.69;;"52 - ALBERDI";1958;;;;;;;;;;convenio;;;;;;;tasa;92.72
400;02;1;B;201009;2010-10-31;2010-11-10;2010-11-09;251.49;;"52 - ALBERDI";1958;;;;;;;;;;convenio;;;;;;;tasa;92.72
401;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;75.27;;"37 - ITALIA";1226;;;;;;;;;;convenio;;;;;;;tasa;27.19
401;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;73.74;;"37 - ITALIA";1226;;;;;;;;;;convenio;;;;;;;tasa;27.19
402;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;221.96;;"44 - JUAN DE GARAY";2273;;;;;;;;;;convenio;;;;;;;tasa;80.18
402;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;217.46;;"44 - JUAN DE GARAY";2273;;;;;;;;;;convenio;;;;;;;tasa;80.18
403;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;56.31;;"44 - JUAN DE GARAY";2273;;;;;;;;;;convenio;;;;;;;tasa;20.34
403;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;55.17;;"44 - JUAN DE GARAY";2273;;;;;;;;;;convenio;;;;;;;tasa;20.34
404;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"62 - GUEMES";2605;;;;;;;;;;convenio;;;;;;;tasa;20.00
404;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"62 - GUEMES";2605;;;;;;;;;;convenio;;;;;;;tasa;20.00
405;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
405;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
406;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;"58 - BELGRANO";893;;;;;;;;;;convenio;;;;;;;tasa;37.25
406;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"58 - BELGRANO";893;;;;;;;;;;convenio;;;;;;;tasa;37.25
407;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
407;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
408;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
408;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
409;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;105.62;;;93;;;;;;;;;;convenio;;;;;;;tasa;38.15
409;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;103.48;;;93;;;;;;;;;;convenio;;;;;;;tasa;38.15
412;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
412;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
413;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
413;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
416;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;16.09;;"21 - MORENO";1243;;;;;;;;;;convenio;;;;;;;tasa;20.00
416;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"21 - MORENO";1243;;;;;;;;;;convenio;;;;;;;tasa;20.00
417;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;72.48;;"1 - SAN MARTIN ";1214;;;;;;;;;;convenio;;;;;;;tasa;26.18
417;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;71.01;;"1 - SAN MARTIN ";1214;;;;;;;;;;convenio;;;;;;;tasa;26.18
419;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;248.97;;"58 - BELGRANO";2280;;;;;;;;;;convenio;;;;;;;tasa;89.94
419;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;243.93;;"58 - BELGRANO";2280;;;;;;;;;;convenio;;;;;;;tasa;89.94
420;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;717;;;;;;;;;;convenio;;;;;;;tasa;112.77
420;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;717;;;;;;;;;;convenio;;;;;;;tasa;112.77
421;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;141.16;;;;;;;;;;;;;convenio;;;;;;;tasa;50.99
421;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;138.30;;;;;;;;;;;;;convenio;;;;;;;tasa;50.99
422;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;717;;;;;;;;;;convenio;;;;;;;tasa;20.00
422;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;717;;;;;;;;;;convenio;;;;;;;tasa;20.00
423;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;717;;;;;;;;;;convenio;;;;;;;tasa;20.00
423;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;717;;;;;;;;;;convenio;;;;;;;tasa;20.00
424;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
424;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
425;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"20 - ESPAÑA";2186;;;;;;;;;;convenio;;;;;;;tasa;20.00
425;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"20 - ESPAÑA";2186;;;;;;;;;;convenio;;;;;;;tasa;20.00
426;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
426;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
427;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;11.71;;;127;;;;;;;;;;convenio;;;;;;;tasa;22.36
427;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;127;;;;;;;;;;convenio;;;;;;;tasa;22.36
428;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;127;;;;;;;;;;convenio;;;;;;;tasa;20.00
428;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;127;;;;;;;;;;convenio;;;;;;;tasa;20.00
429;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
429;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
433;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
433;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;7.11;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
435;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;14.86;;;;;;;;;;;;;convenio;;;;;;;tasa;36.10
435;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;36.10
436;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
436;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
437;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
437;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
438;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;67.50
438;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;67.50
439;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;67.27;;"61 - ALMAFUERTE";1644;;;;;;;;;;convenio;;;;;;;tasa;24.30
439;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;65.91;;"61 - ALMAFUERTE";1644;;;;;;;;;;convenio;;;;;;;tasa;24.30
440;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;23.60
440;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;23.60
441;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
441;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
442;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
442;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
443;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;3401;;;;;;;;;;convenio;;;;;;;tasa;20.00
443;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;3401;;;;;;;;;;convenio;;;;;;;tasa;20.00
444;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;697.09;;;360;;;;;;;;;;convenio;;;;;;;tasa;251.81
444;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;682.96;;;360;;;;;;;;;;convenio;;;;;;;tasa;251.81
445;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
445;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
446;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;120.58;;;360;;;;;;;;;;convenio;;;;;;;tasa;43.55
446;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;118.13;;;360;;;;;;;;;;convenio;;;;;;;tasa;43.55
447;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;69.20;;;360;;;;;;;;;;convenio;;;;;;;tasa;25.00
447;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;67.80;;;360;;;;;;;;;;convenio;;;;;;;tasa;25.00
448;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;50.52
448;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;50.52
449;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;25.26
449;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;25.26
450;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;25.26
450;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;25.26
451;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;568.36;;;1141;;;;;;;;;;convenio;;;;;;;tasa;205.31
451;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;556.84;;;1141;;;;;;;;;;convenio;;;;;;;tasa;205.31
452;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;299.72;;;;;;;;;;;;;convenio;;;;;;;tasa;108.27
452;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;293.65;;;;;;;;;;;;;convenio;;;;;;;tasa;108.27
453;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;284.17;;;1141;;;;;;;;;;convenio;;;;;;;tasa;102.65
453;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;278.41;;;1141;;;;;;;;;;convenio;;;;;;;tasa;102.65
454;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
454;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
455;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;997.56;;;3639;;;;;;;;;;convenio;;;;;;;tasa;360.35
455;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;977.34;;;3639;;;;;;;;;;convenio;;;;;;;tasa;360.35
456;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;264.33;;;3639;;;;;;;;;;convenio;;;;;;;tasa;95.48
456;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;258.97;;;3639;;;;;;;;;;convenio;;;;;;;tasa;95.48
457;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
457;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
458;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;671.67;;"44 - JUAN DE GARAY";1665;;;;;;;;;;convenio;;;;;;;tasa;242.62
458;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;658.05;;"44 - JUAN DE GARAY";1665;;;;;;;;;;convenio;;;;;;;tasa;242.62
459;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;57.66;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.83
459;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;56.49;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.83
460;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
460;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;360;;;;;;;;;;convenio;;;;;;;tasa;20.00
461;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;1344;;;;;;;;;;convenio;;;;;;;tasa;20.00
461;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;1344;;;;;;;;;;convenio;;;;;;;tasa;20.00
463;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;"39 - GRAL. LOPEZ ";1474;;;;;;;;;;convenio;;;;;;;tasa;20.00
463;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"39 - GRAL. LOPEZ ";1474;;;;;;;;;;convenio;;;;;;;tasa;20.00
465;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"51 - FRENCH Y BERUTTI";1240;;;;;;;;;;convenio;;;;;;;tasa;20.00
465;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"51 - FRENCH Y BERUTTI";1240;;;;;;;;;;convenio;;;;;;;tasa;20.00
466;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
466;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
467;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
467;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
468;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
468;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;7.11;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
469;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;281.55;;;;;;;;;;;;;convenio;;;;;;;tasa;101.70
469;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;275.84;;;;;;;;;;;;;convenio;;;;;;;tasa;101.70
472;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
472;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
476;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
476;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
477;02;1;B;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
477;02;1;B;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
478;02;1;B;201008;2010-09-30;2010-10-10;2010-10-10;80.17;;;;;;;;;;;;;convenio;;;;;;;tasa;28.96
478;02;1;B;201009;2010-10-31;2010-11-10;2010-11-09;78.55;;;;;;;;;;;;;convenio;;;;;;;tasa;28.96
479;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;"44 - JUAN DE GARAY";1714;;;;;;;;;;convenio;;;;;;;tasa;20.00
479;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"44 - JUAN DE GARAY";1714;;;;;;;;;;convenio;;;;;;;tasa;20.00
480;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;217.94;;;360;;;;;;;;;;convenio;;;;;;;tasa;78.72
480;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;213.52;;;360;;;;;;;;;;convenio;;;;;;;tasa;78.72
483;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;"44 - JUAN DE GARAY";1714;;;;;;;;;;convenio;;;;;;;tasa;20.00
483;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"44 - JUAN DE GARAY";1714;;;;;;;;;;convenio;;;;;;;tasa;20.00
484;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
484;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
490;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
490;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;1800;;;;;;;;;;convenio;;;;;;;tasa;20.00
492;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;"44 - JUAN DE GARAY";1714;;;;;;;;;;convenio;;;;;;;tasa;20.00
492;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;"44 - JUAN DE GARAY";1714;;;;;;;;;;convenio;;;;;;;tasa;20.00
496;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
496;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
499;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;113.17;;;360;;;;;;;;;;convenio;;;;;;;tasa;40.88
499;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;110.87;;;360;;;;;;;;;;convenio;;;;;;;tasa;40.88
500;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;74.70;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;26.99
500;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;73.19;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;26.99
501;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;49.76;;;669;;;;;;;;;;convenio;;;;;;;tasa;20.00
501;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;669;;;;;;;;;;convenio;;;;;;;tasa;20.00
503;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
503;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;"24 - SARMIENTO";1818;;;;;;;;;;convenio;;;;;;;tasa;20.00
504;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;44.07;;;3274;;;;;;;;;;convenio;;;;;;;tasa;35.16
504;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;0.00;;;3274;;;;;;;;;;convenio;;;;;;;tasa;35.16
505;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
505;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
506;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;56.12;;"1 - SAN MARTIN ";557;;;;;;;;;;convenio;;;;;;;tasa;30.00
506;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;54.44;;"1 - SAN MARTIN ";557;;;;;;;;;;convenio;;;;;;;tasa;30.00
507;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;0.00;;;1338;;;;;;;;;;convenio;;;;;;;tasa;118.64
507;02;1;T;201009;2010-10-31;2010-11-10;2010-11-09;82.11;;;1338;;;;;;;;;;convenio;;;;;;;tasa;118.64
508;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
508;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
510;02;1;A;201008;2010-09-30;2010-10-10;2010-10-10;55.37;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
510;02;1;A;201009;2010-10-31;2010-11-10;2010-11-09;54.24;;;;;;;;;;;;;convenio;;;;;;;tasa;20.00
512;02;1;T;201008;2010-09-30;2010-10-10;2010-10-10;5.99;;"52 - ALBERDI";2035;;;;;;;;;;convenio;;;;;;;tasa;20.00
