"Numero partida municipal";tributo;numero_de_recibo;estado;periodo;fecha_emision;"Fecha 1er vencimiento";"Fecha 2do vencimiento";"interes resarcitorio";referencia;calle;altura;piso;dpto;localidad;"nro convenio origen";"descripcion convenio origen";"nombre del tipo de convenio origen";"fecha convenio origen";"nro convenio destino";"descripcion convenio destino";"nombre del tipo de convenio destino";"fecha convenio destino";"nro titulo ejecutorio";"fecha titulo ejecutorio";NORANUL;TIPOANUL;FECHANUL;tasa;tasa
649841/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;60.26;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;85.47
649843/0001-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;50.12;;33;138;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;71.09
649843/0002-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;33;138;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649844/0001-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;33;138;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649844/0002-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;21.15;;33;138;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;30.00
649844/0003-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;21.15;;33;138;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;30.00
649844/0004-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;33;138;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649845/0000-3;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;4;1732;"  ";;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;136.13
649847/0001-0;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;28.55;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;40.50
649847/0003-8;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;28.55;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;40.50
649847/0004-7;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;28.55;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;40.50
649848/0000-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;8.07;;50;2861;"  ";DPTO.1;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;134.55
649849/0001-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;75;1152;"  ";NULL;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;135.23
649849/0002-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;42.81;;50;2861;"  ";DPTO.1;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;60.73
649852/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;49.68;;24;3401;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;70.46
649854/0001-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;153.10;;13;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;217.16
649854/0002-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;21.15;;13;360;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;30.01
649854/0003-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;26.67;;60;70;"  ";NULL;"GALVEZ ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;37.83
649855/0001-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;209.63;;NULL;NULL;"  ";NULL;MATILDE;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;297.34
649869/0000-3;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;279;NULL;" ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;254.00
649889/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;23.16;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;32.86
649896/0001-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;43.12;;NULL;NULL;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;61.17
649896/0005-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649897/0000-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;117;2369;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649860/0010-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;3.00;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649871/0000-8;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;108.93;;66;1985;" ";NULL;CORONDA;;;;;1383;" ";convenio;2011-03-10;NULL;NULL;;;;tasa;154.51
649874/0000-5;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;25.50;;NULL;NULL;" ";NULL;NULL;;;;;1380;" ";convenio;2011-03-10;NULL;NULL;;;;tasa;36.17
649874/0001-4;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;17.71;;NULL;NULL;"  ";NULL;CORONDA;;;;;1382;" ";convenio;2011-03-10;237;2011-03-02;;;;tasa;25.12
649875/0000-4;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;22.14;;NULL;NULL;" ";NULL;NULL;;;;;1378;" ";convenio;2011-03-10;NULL;NULL;;;;tasa;31.41
649876/0000-3;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;22.10;;75;1580;" ";NULL;CORONDA;;;;;1377;" ";convenio;2011-03-10;NULL;NULL;;;;tasa;31.35
649877/0000-2;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;22.41;;75;1580;" ";NULL;CORONDA;;;;;1379;" ";convenio;2011-03-10;NULL;NULL;;;;tasa;31.78
649878/0000-1;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;22.41;;66;1985;" ";NULL;CORONDA;;;;;1381;" ";convenio;2011-03-10;NULL;NULL;;;;tasa;31.78
649879/0001-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;25.13
649879/0002-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;50.27
649879/0003-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649879/0004-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;27.16;;75;557;" ";NULL;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;38.53
649880/0000-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;" ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649881/0000-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;" ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649882/0000-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;" ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649883/0000-3;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;" ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649884/0000-2;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;"  ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649886/0001-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;82;717;" ";0;GESSLER;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;21.45
649886/0002-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.82;;139;640;" ";NULL;"SAN CARLOS CENTRO   ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;21.02
649890/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;72.36;;206;367;" ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;102.64
649899/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;23;1125;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649900/0001-2;02;1;C;201007;2010-08-31;2010-09-10;2010-09-10;138.01;;NULL;NULL;" ";NULL;NULL;;;;;1384;" ";convenio;NULL;236;2011-03-02;;;;tasa;195.75
649929/0000-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;212.96;;206;367;" ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;302.06
649935/0001-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;31.44;;206;367;" ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;44.60
649946/0002-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;39;132;"  ";NULL;"CAÃ‘ADA DE GOMEZ     ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649949/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649950/0000-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.20;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649966/0000-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;17.51;;41;1344;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;24.84
649974/0002-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;25.36;;41;1344;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;35.98
650014/0007-2;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;3.72;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;62.00
650020/0001-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;10.91;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;103.94
650059/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;56.24;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;79.77
903856/0000-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;50.73;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;71.95
649727/0001-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;51.61;;5;676;"  ";NULL;"SAN CARLOS CENTRO   ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;73.21
649891/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;26.34;;NULL;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;37.36
649902/0002-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;6;1321;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649927/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;126.97;;NULL;NULL;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;180.10
649928/0001-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;38;3343;"  ";NULL;"SANTA FE";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;182.61
649928/0002-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;38;3343;"  ";NULL;"SANTA FE";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;59.39
649930/0000-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;75;1250;"  ";NULL;"SAN CARLOS CENTRO   ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;163.23
649931/0001-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;134.36;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;190.58
649932/0001-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;31.21;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;44.28
649932/0002-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649933/0001-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;22.56;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;32.00
649933/0002-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;16.48;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;23.38
649933/0003-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;27.19;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;38.57
649933/0004-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;17.64;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;25.02
649933/0005-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;16.49;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;23.39
649934/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;36.38;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;51.60
649935/0002-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649935/0003-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649935/0004-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649935/0005-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649935/0006-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;31.58;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;44.79
649935/0007-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649935/0008-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649935/0009-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;32.32;;206;367;"  ";NULL;"AROCENA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;45.85
649936/0000-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;9.03;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;150.58
649937/0001-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;2.39;;76;1818;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;39.78
649938/0000-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649941/0001-9;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;51.25;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;72.69
649945/0003-3;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649951/0002-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.85;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;24.72
649952/0003-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;76;1769;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649964/0001-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;22.00;;43;2273;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;31.20
649965/0001-9;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;77;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649965/0002-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649967/0002-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;46;941;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;70.32
649968/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;109.24;;208;SN;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;154.95
649970/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;86.38;;208;SN;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;122.53
649972/0000-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;46;941;" ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;98.40
649973/0001-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;41;1344;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649973/0002-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;17.44;;41;1344;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;24.73
649975/0000-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;6;1645;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649976/0000-6;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;6;1645;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649977/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;41;1344;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649978/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;41;1344;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649979/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;41;1344;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649987/0002-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;22;893;"  ";NULL;"GALVEZ ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650013/0002-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;46;941;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;142.66
650014/0002-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;7.44;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;124.00
650014/0003-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;43.71;;43;2273;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;62.00
650014/0004-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;28.67;;208;SN;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;40.67
650014/0005-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;20.21;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;28.67
650015/0001-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;208;SN;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650015/0002-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;208;SN;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650016/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;22.73;;208;SN;"  ";NULL;"LARRECHEA ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;32.24
650017/0000-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;46;941;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;34.95
650018/0000-5;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;46;941;"  ";NULL;"ROSARIO             ";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650019/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;" ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
650058/0002-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;245.93;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;348.84
650060/0000-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;45.78;;43;1551;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;64.94
650061/0000-7;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;88.70;;43;1551;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;125.82
650062/0000-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;88.27;;43;1551;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;125.21
650063/0000-5;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;88.27;;43;1551;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;125.21
650064/0000-4;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;88.27;;43;1551;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;125.21
650065/0000-3;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;81.59;;76;1818;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;115.73
650066/0000-2;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;39.42;;76;1818;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;55.91
650067/0000-1;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;200.19;;28;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;283.96
149355/0000-0;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.20;;76;1818;"  ";0;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649893/0006-4;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;"BERNARDO DE IRIGOYEN";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649900/0004-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;"BERNARDO DE IRIGOYEN";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;27.71
649903/0002-8;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;"BERNARDO DE IRIGOYEN";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649903/0003-7;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;"BERNARDO DE IRIGOYEN";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;21.39
649905/0000-8;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;76;1818;"  ";0;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649907/0000-6;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;76;NULL;"  ";0;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649911/0000-9;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;0.00;;NULL;NULL;"  ";NULL;"BERNARDO DE IRIGOYEN";;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;38.86
649924/0003-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;NULL;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649926/0000-0;02;1;A;201007;2010-08-31;2010-09-10;2010-09-10;77.09;;43;1337;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;109.35
649940/0000-1;02;1;T;201007;2010-08-31;2010-09-10;2010-09-10;1.20;;0;NULL;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
649945/0002-4;02;1;B;201007;2010-08-31;2010-09-10;2010-09-10;14.10;;22;1727;"  ";NULL;CORONDA;;;;;NULL;" ";convenio;NULL;NULL;NULL;;;;tasa;20.00
